"","ph","Hardness","Solids","Chloramines","Sulphate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
"1821",0.474501896,0.572381931,0.33150006,0.434920625,0.523686835,0.479505554,0.529576273,0.417123459,0.427299804,0
"3192",0.4989423,0.311942793,0.355032497,0.643886849,0.602901798,0.620421261,0.535505229,0.738028049,0.528682472,1
"1622",0.576378421,0.520769943,0.26817553,0.601660487,0.62942802,0.413941852,0.386734475,0.391615067,0.297103716,1
"3154",0.50262515,0.332754464,0.54943264,0.727085751,0.415679609,0.555983999,0.439252312,0.564897241,0.610464178,1
"2897",0.50262515,0.497861363,0.337189771,0.478351925,0.550181033,0.374746081,0.622367294,0.53142655,0.439799531,0
"1505",0.448390221,0.647497695,0.369196839,0.550861809,0.579703927,0.257407333,0.422439305,0.406170214,0.3163483,1
"1177",0.56869439,0.641602805,0.184386207,0.715465678,0.677401286,0.472712252,0.487018794,0.640497795,0.158242294,1
"1033",0.621223011,0.43171646,0.450381629,0.391305169,0.691031036,0.37084682,0.442477699,0.602671907,0.516272943,0
"281.1",0.699611336,0.299025573,0.334313605,0.707541495,0.462971298,0.429546885,0.369855482,0.632583192,0.2827413,1
"2148",0.625630323,0.543299082,0.316079276,0.559016282,0.704024732,0.589134508,0.650801572,0.284337509,0.392808727,0
"1926",0.458222034,0.525934612,0.311776186,0.508281839,0.579703927,0.608972911,0.529557037,0.501335016,0.874079413,1
"2986",0.50262515,0.51148916,0.467450717,0.601828286,0.718714357,0.420997419,0.320907667,0.507028647,0.336241107,0
"3206",0.477292669,0.65606251,0.121241344,0.4379922,0.666240251,0.127493961,0.419173964,0.519592036,0.378111074,1
"56",0.534589631,0.771368674,0.497414811,0.706624935,0.579703927,0.390283402,0.526225436,0.534495843,0.629833272,0
"350.1",0.576095645,0.459529418,0.345536621,0.558821449,0.528875567,0.551771599,0.353142475,0.368931203,0.436073304,1
"212",0.50262515,0.628896386,0.346259634,0.467544406,0.587579142,0.350985352,0.27970481,0.699746348,0.417843602,0
"1187",0.677478804,0.273765618,0.919945828,0.302756206,0.257231689,0.523493343,0.434231148,0.332569804,0.507142038,1
"2733.1",0.50262515,0.411632601,0.22366016,0.629959293,0.7151891,0.284459128,0.498417283,0.607138093,0.508896259,1
"400.2",0.553249938,0.438618545,0.23011898,0.384525248,0.579703927,0.419686735,0.202927591,0.542638985,0.490326107,1
"646",0.50262515,0.705365098,0.416984992,0.304344198,0.683296038,0.513157587,0.502147995,0.386463076,0.540029917,0
"1528.4",0.521531761,0.348212318,0.76178735,0.345736266,0.350726527,0.464023441,0.397525551,0.486041147,0.323326686,1
"1973",0.420886656,0.33345274,0.175435285,0.388257567,0.597470446,0.463419658,0.320577424,0.721673206,0.352016108,1
"960",0.438484654,0.402587413,0.325238134,0.505686331,0.634120823,0.336376469,0.429801267,0.648968027,0.610188999,0
"3199",0.535934698,0.505206277,0.520131096,0.570628295,0.531130318,0.510699186,0.377361326,0.345138619,0.539896696,1
"1211.2",0.567854628,0.505481301,0.243818473,0.585618393,0.579703927,0.393679284,0.70267004,0.708402472,0.35302561,1
"835",0.339903453,0.566232725,0.382261615,0.572612797,0.554168617,0.187858769,0.607852743,0.691037515,0.558802943,0
"3191.1",0.663830115,0.5282334,0.81839857,0.465744356,0.579703927,0.321679805,0.460763121,0.794141399,0.418204238,1
"630",0.50262515,0.47777029,0.340366081,0.668168003,0.477086508,0.414063795,0.636035082,0.741169217,0.437644847,0
"99",0.514682798,0.264409614,0.399087509,0.457962374,0.456689496,0.414349676,0.438434754,0.511071801,0.427311992,0
"2900",0.102270111,0.655435714,0.207143004,0.458925466,0.541811177,0.548904892,0.376756474,0.490038444,0.661456335,0
"1843",0.661742208,0.409865698,0.316663909,0.28467702,0.817253813,0.430718302,0.490152865,0.771257974,0.326247074,0
"2435.1",0.559569345,0.701509396,0.416606337,0.309080959,0.490753829,0.456856841,0.562800685,0.780139669,0.636210413,1
"1927",0.504281445,0.47652228,0.643016014,0.64494036,0.43287765,0.592434824,0.329328802,0.609348725,0.28359592,1
"881",0.411871724,0.479305357,0.449529856,0.457685888,0.579703927,0.620406432,0.407207691,0.724219674,0.571377986,0
"1359",0.440317824,0.564341634,0.310489286,0.641822216,0.579703927,0.331696798,0.23119789,0.615918012,0.377462884,0
"515",0.400624659,0.382753443,0.320411076,0.70402986,0.552205737,0.724991146,0.46669443,0.395014296,0.603934892,0
"839",0.50262515,0.606857764,0.202689577,0.52764707,0.492831439,0.241212134,0.507043459,0.746020149,0.67231585,0
"2332.2",0.452039506,0.52465982,0.541734266,0.524308926,0.579703927,0.539051873,0.282067598,0.462715881,0.343326553,1
"2653",0.593130788,0.636645375,0.422118821,0.528921617,0.579703927,0.326655319,0.466804011,0.562498583,0.367301324,0
"1848",0.50262515,0.580339246,0.191152475,0.572410619,0.558567739,0.560574062,0.567542384,0.517286963,0.257804265,0
"956",0.64761629,0.565675186,0.36760619,0.439204457,0.547071512,0.55027161,0.619449077,0.613964648,0.492611316,0
"2899",0.50262515,0.629182947,0.117217925,0.362860051,0.579703927,0.242841434,0.41817489,0.323497177,0.532590101,0
"3015",0,0.607250642,0.806742194,0.590648848,0.579703927,0.702909615,0.210817173,0.624481926,0.657750043,0
"1897",0.503169666,0.660777871,0.201199981,0.58597088,0.742741262,0.658716443,0.519340407,0.288243985,0.534448681,1
"1499",0.50262515,0.498215537,0.292122298,0.623646175,0.717304636,0.60987886,0.658465173,0.569677317,0.307626185,1
"13",0.508558885,0.396358956,0.302265695,0.254719068,0.435598587,0.290685838,0.526035859,0.638986698,0.377340938,0
"3160.1",0.563541382,0.384986646,0.671355109,0.634492264,0.469447986,0.302520334,0.348374518,0.540448546,0.336048418,1
"804",0.55745492,0.613880233,0.227230266,0.446821415,0.4327918,0.501397811,0.496074597,0.50398847,0.496418411,1
"746.1",0.577296291,0.502373734,0.461146711,0.567782449,0.718011029,0.386763731,0.407304456,0.69966189,0.363676407,1
"756.1",0.706352957,0.628262057,0.321337222,0.597609109,0.559827858,0.488457358,0.487707745,0.477558435,0.434895729,1
"2380",0.506370299,0.477394477,0.34060084,0.557308368,0.706694231,0.682146898,0.399352655,0.685557422,0.343359522,1
"1223.2",0.582232069,0.574609712,0.251878861,0.521130103,0.586945436,0.654193809,0.485100869,0.58432108,0.255224678,1
"1188.1",0.603386035,0.42263796,0.316258408,0.476022222,0.58419882,0.639213796,0.614510009,0.364510701,0.712480074,1
"931",0.3634438,0.40817511,0.637114654,0.446467515,0.700561702,0.382387305,0.689256686,0.551270414,0.217549382,0
"465",0.477253826,0.69309389,0.423786849,0.465945918,0.511992388,0.252758996,0.227518295,0.367909495,0.284883357,0
"1665",0.452595912,0.604442575,0.234765461,0.487860208,0.531194647,0.331046455,0.383885467,0.672801666,0.442201422,0
"703",0.459746035,0.527993793,0.316198188,0.570557677,0.528143623,0.346574347,0.409848631,0.60928049,0.371686781,1
"280.1",0.449057639,0.764868228,0.220936814,0.558219781,0.567225195,0.66791134,0.546392218,0.590438688,0.501959402,1
"1186",0.422425478,0.60961465,0.209595905,0.581819954,0.584284868,0.178221688,0.478298079,0.442864539,0.793837389,1
"937",0.410466371,0.493448465,0.579781614,0.447310087,0.5640357,0.3019813,0.39650847,0.566175884,0.445901306,0
"611",0.50262515,0.570575126,0.549650725,0.487370696,0.579703927,0.427722264,0.449816891,0.554215102,0.452850665,0
"1091.1",0.341087283,0.669466574,0.224233626,0.709988303,0.739195838,0.602568077,0.574999785,0.593881082,0.335239339,1
"722",0.259511631,0.478499836,0.46404485,0.383121859,0.464279289,0.558498405,0.258865956,0.621626984,0.359155163,1
"2762",0.456659382,0.502024572,0.278085918,0.546223006,0.571348384,0.253459917,0.362084038,0.380506676,0.414896602,1
"1875",0.443094465,0.607265032,0.477874267,0.601398688,0.683823095,0.241813034,0.308347252,0.523848692,0.385312923,0
"3144",0.452313348,0.50565859,0.373559694,0.60508837,0.562395576,0.091673338,0.285112703,0.488407034,0.701267111,1
"163",0.443429681,0.383722075,0.279738989,0.615494235,0.566092848,0.524101203,0.4626089,0.502832983,0.54539908,0
"158",0.50262515,0.519955094,0.195437533,0.336141765,0.510083114,0.380841529,0.370758493,0.496086677,0.380633872,0
"3257.1",0.543373137,0.41036103,0.638093824,0.5850811,0.520000376,0.562506492,0.427854195,0.497187356,0.39232882,1
"557",0.646369004,0.442803035,0.066042709,0.424956761,0.732039863,0.507890392,0.535273118,0.502864506,0.257893871,0
"3260",0.662239675,0.485424376,0.266311512,0.522152578,0.51199766,0.535462598,0.422545632,0.534507676,0.545273756,1
"2440.2",0.563983509,0.439954904,0.4663343,0.703677122,0.639081245,0.587475236,0.375202005,0.641905468,0.556198022,1
"1117.1",0.50262515,0.600555031,0.350810133,0.51264507,0.579703927,0.353695888,0.367557331,0.459246524,0.33891954,1
"1346",0.642821353,0.679756674,0.338431097,0.597139007,0.670569369,0.459192431,0.381944969,0.435387253,0.424481765,0
"496",0.45291493,0.402299454,0.245742766,0.567338685,0.606332729,0.268341644,0.269621378,0.303142227,0.757914481,0
"3241",0.435879057,0.575160099,0.379040168,0.603511824,0.579703927,0.347675384,0.50928724,0.554695002,0.535217712,1
"2502",0.588363705,0.599896126,0.39559207,0.396240935,0.579703927,0.461778531,0.391184306,0.387977753,0.422778308,0
"2210",0.462581417,0.610426739,0.342241508,0.570720334,0.623454086,0.233614251,0.434604606,0.368572692,0.489994375,0
"123",0.50262515,0.665153441,0.444910611,0.531076195,0.682639461,0.162936781,0.282704391,0.581192166,0.519492382,0
"802",0.63577605,0.594412649,0.152220966,0.666244413,0.623348634,0.266309718,0.615630301,0.54838612,0.580213778,1
"2167",0.426614283,0.504314488,0.374405485,0.521374067,0.579703927,0.462938701,0.546184058,0.518820192,0.70239077,0
"935",0.335742337,0.536543706,0.57293939,0.592335277,0.585969945,0.625995181,0.293210149,0.51908399,0.384182964,0
"350",0.576095645,0.459529418,0.345536621,0.558821449,0.528875567,0.551771599,0.353142475,0.368931203,0.436073304,1
"1906.1",0.497704386,0.495123095,0.214757944,0.477940239,0.689679631,0.440240923,0.474491625,0.529694116,0.651014421,1
"331",0.481214577,0.62630799,0.400185535,0.627918581,0.579703927,0.354676532,0.174256396,0.060342006,0.49407644,1
"2820",0.525432627,0.679563794,0.510425771,0.551352617,0.43890947,0.432395761,0.764993141,0.703064382,0.586106417,1
"1847",0.595549729,0.439030442,0.503201285,0.399229889,0.579703927,0.211483238,0.472408587,0.329824019,0.378936936,0
"1762",0.50262515,0.583749422,0.363232775,0.395479316,0.593879239,0.628504353,0.298100324,0.680112953,0.405453662,0
"2582",0.454559741,0.580323101,0.156367518,0.736901821,0.544358081,0.498564955,0.649665173,0.46670754,0.489503404,0
"3185.1",0.591790823,0.377746826,0.231204241,0.680867336,0.494507629,0.246630891,0.438798953,0.919155504,0.534063402,1
"1834",0.511551064,0.692445135,0.219350572,0.69840466,0.441461121,0.519854171,0.560777443,0.597471888,0.465111282,0
"2838",0.474552455,0.562155006,0.226413177,0.657699417,0.602150873,0.191657411,0.526998258,0.516183358,0.467121839,1
"2913",0.368480183,0.25993442,0.55119633,0.565180069,0.791058548,0.251318681,0.56566979,0.588071204,0.500019905,0
"2850",0.358812913,0.324800426,0.24168124,0.566420457,0.797995026,0.478091836,0.461497754,0.57800337,0.572386351,1
"266",0.556289624,0.599435084,0.485305135,0.5203101,0.658091175,0.311414823,0.483859887,0.67432247,0.362782609,1
"918",0.542333736,0.470266963,0.239569537,0.445334143,0.625629102,0.303922347,0.573255405,0.335685426,0.357615188,0
"2310.1",0.572773686,0.545367975,0.374076166,0.729773812,0.550902464,0.374663907,0.426733639,0.552580715,0.328696792,1
"998",0.456105064,0.667616245,0.434043697,0.659284283,0.579703927,0.420705109,0.550310972,0.588361699,0.611026026,0
"811",0.070708015,0.311162245,0.272581391,0.699905178,0.895875793,0.246227602,0.315328595,0.347556145,0.701570011,1
"259.1",0.700194342,0.186221013,0.443903747,0.694023514,0.551653899,0.578717926,0.458579828,0.476354755,0.248560008,1
"1641",0.534770063,0.376400445,0.505847402,0.331277593,0.579703927,0.297436426,0.641322908,0.425103697,0.245496086,0
"743.1",0.548497635,0.57327713,0.117419205,0.534627673,0.579703927,0.373784588,0.21908622,0.613654728,0.429000106,1
"2047",0.464634016,0.405344148,0.214791471,0.517125967,0.474609008,0.312123661,0.514821846,0.509291687,0.434570505,1
"3079",0.813610222,0.355142466,0.260306265,0.490165533,0.579703927,0.650519196,0.37897277,0.559768872,0.156430068,0
"1652",0.498575853,0.423280982,0.284117358,0.479652277,0.69240654,0.5442246,0.362672532,0.389189638,0.476359095,0
"70",0.51868218,0.480455683,0.404619127,0.429360978,0.625710506,0.559052322,0.578073306,0.407708835,0.413379501,0
"3152",0.37884031,0.665912626,0.104336407,0.449946324,0.738009746,0.497232451,0.472461504,0.624117897,0.486768926,1
"179",0.490521523,0.459762983,0.390620167,0.405318375,0.47909345,0.529220063,0.355658506,0.523814425,0.44877955,0
"393",0.476000218,0.551908356,0.255835843,0.384014796,0.618084139,0.290053354,0.528330228,0.490163834,0.147046301,1
"2531",0.440894098,0.509100798,0.167104229,0.576951936,0.549727814,0.499435591,0.729271202,0.547010773,0.506709207,0
"2746.1",0.494375503,0.402115612,0.506617778,0.518747027,0.579703927,0.612342852,0.355639334,0.480769046,0.395232422,1
"2985",0.625611433,0.461735147,0.414470166,0.60416866,0.579703927,0.333004222,0.48826434,0.376819829,0.566151568,0
"266.2",0.556289624,0.599435084,0.485305135,0.5203101,0.658091175,0.311414823,0.483859887,0.67432247,0.362782609,1
"3140",0.596972357,0.419548824,0.569204352,0.57494659,0.534901391,0.389971851,0.232639143,0.542423111,0.551378754,1
"2787",0.699622704,0.750812742,0.199808969,0.441524883,0.460747563,0.689964523,0.362655057,0.648701256,0.256594777,1
"1093",0.50262515,0.572001739,0.282681105,0.600689324,0.758717808,0.239662069,0.446760667,0.754302836,0.293004787,1
"148",0.697803643,0.786506878,0.133824268,0.626043817,0.654115054,0.300271154,0.492225552,0.421114849,0.602487464,0
"2667",0.455496462,0.445406758,0.258732359,0.397792757,0.576247825,0.227834443,0.517383419,0.432210347,0.535902268,0
"1978",0.512583634,0.576233262,0.41824946,0.582600935,0.54621404,0.531198682,0.512447391,0.392772795,0.622606683,1
"1153",0.522193978,0.50195559,0.3557734,0.632917023,0.579703927,0.426764577,0.488421876,0.72233259,0.402500726,1
"1832",0.505664537,0.32491097,0.393411363,0.419075758,0.865361884,0.281960417,0.264902116,0.710605092,0.775793882,0
"1542",0.498847174,0.561584237,0.189271651,0.57186177,0.579703927,0.53419962,0.531089647,0.495800472,0.512302233,1
"1458",0.392009676,0.526224858,0.351274797,0.399378742,0.579703927,0.650166517,0.416916635,0.702094218,0.416523241,0
"1766",0.678375797,0.279481487,0.547733372,0.349327278,0.847041344,0.609823988,0.680855081,0.39811005,0.716979643,0
"3133",0.47962692,0.502289884,0.562133741,0.48554659,0.657636607,0.2141865,0.307527602,0.401389,0.611619109,1
"1076.2",0.50262515,0.64755993,0.15334576,0.663456324,0.763922818,0.23479072,0.556189922,0.1319359,0.474436305,1
"3045",0.54953966,0.641879476,0.3535795,0.523635248,0.4155092,0.390551201,0.408006309,0.50637589,0.245924732,0
"2948",0.50262515,0.493627334,0.330677213,0.546474534,0.579834399,0.305818934,0.688851681,0.537731849,0.649770048,0
"2792",0.576046629,0.607143773,0.440873465,0.471011773,0.35360907,0.539987429,0.393058635,0.524585716,0.35434158,1
"1915.2",0.488161421,0.48975836,0.350532599,0.474023318,0.559469511,0.377459837,0.548147819,0.598113333,0.228558028,1
"1433",0.600758969,0.499658094,0.48704863,0.612603365,0.579703927,0.539329914,0.593784118,0.596226545,0.548741875,0
"92",0.50262515,0.550164262,0.482724965,0.510191015,0.64853224,0.418330206,0.269219106,0.442604235,0.360212638,0
"747",0.50262515,0.591948111,0.454177285,0.437981441,0.579703927,0.446544268,0.53362173,0.517807955,0.537037857,1
"353.2",0.678246884,0.502178498,0.291717373,0.561673214,0.737914901,0.398642493,0.39071661,0.508032838,0.513999107,1
"1195",0.469475456,0.526730314,0.234425999,0.45499971,0.525920286,0.284006243,0.580222436,0.424684659,0.259203488,1
"2789",0.400237569,0.582045134,0.600145524,0.569811804,0.783093537,0.576984613,0.433533936,0.686404446,0.46330523,1
"1390",0.671131586,0.416137213,0.146205485,0.620198426,0.579703927,0.472215946,0.39972058,0.645064057,0.393363268,0
"80",0.522628911,0.61695973,0.518542111,0.744661253,0.704307928,0.42743002,0.260258784,0.557927178,0.38917993,0
"3231",0.618508073,0.244387136,0.380809732,0.656228207,0.579572288,0.239844013,0.550156179,0.422907085,0.27335494,1
"1547",0.47448255,0.440580146,0.594102898,0.447010653,0.481641254,0.511618782,0.463572485,0.575756447,0.538704723,1
"2447",0.654768438,0.497386338,0.351622994,0.929563623,0.498617166,0.237995109,0.558604068,0.40818977,0.752366498,1
"2180",0.460640792,0.689280426,0.302353983,0.410792199,0.579703927,0.093656902,0.358064253,0.454134361,0.436628134,0
"1568",0.50262515,0.5064031,0.399197266,0.683356593,0.579703927,0.458783908,0.339230828,0.595237627,0.387354286,1
"3263.1",0.598436287,0.547999988,0.462239235,0.479456497,0.541081271,0.556751428,0.505328866,0.279755321,0.581337298,1
"668.1",0.452440198,0.544267974,0.379926157,0.451621412,0.495838438,0.381352891,0.63686651,0.498814514,0.489474342,1
"2813.1",0.512256683,0.735579184,0.363018297,0.575003902,0.579703927,0.49187525,0.219287266,0.640584803,0.599874477,1
"713.1",0.262934019,0.351237141,0.433548725,0.449572048,0.579703927,0.669221189,0.438739669,0.742816932,0.461915372,1
"2326.1",0.40608689,0.388614838,0.284159663,0.494124758,0.741681829,0.249963805,0.580558836,0.540874723,0.494641141,1
"1399",0.50262515,0.574990388,0.483084714,0.560993504,0.579703927,0.435006382,0.709596662,0.662481266,0.46207714,0
"1093.2",0.50262515,0.572001739,0.282681105,0.600689324,0.758717808,0.239662069,0.446760667,0.754302836,0.293004787,1
"2789.1",0.400237569,0.582045134,0.600145524,0.569811804,0.783093537,0.576984613,0.433533936,0.686404446,0.46330523,1
"427",0.491990282,0.456643727,0.322249038,0.558646039,0.582614119,0.453816271,0.328754836,0.716096542,0.75713512,0
"1125.1",0.54408228,0.490612078,0.548765067,0.459799065,0.683329599,0.254860945,0.454620588,0.665605991,0.372952057,1
"1952",0.49769262,0.470176465,0.370504207,0.475846169,0.529166725,0.570606364,0.501457391,0.284188161,0.637102875,1
"1809",0.50262515,0.429123636,0.370720154,0.421423809,0.71123051,0.5111771,0.416968266,0.505404447,0.495209977,0
"1147",0.544535709,0.446133991,0.590191024,0.445302166,0.489216195,0.389987159,0.394469644,0.642599606,0.626771636,1
"2957",0.325779753,0.429251189,0.371360911,0.597748095,0.635721727,0.248836788,0.435408051,0.637492376,0.505506095,0
"2813",0.512256683,0.735579184,0.363018297,0.575003902,0.579703927,0.49187525,0.219287266,0.640584803,0.599874477,1
"572",0.509899056,0.484133663,0.154445727,0.419133356,0.579703927,0.38203671,0.526911602,0.543272452,0.344569817,0
"3133.1",0.47962692,0.502289884,0.562133741,0.48554659,0.657636607,0.2141865,0.307527602,0.401389,0.611619109,1
"723.1",0.632889347,0.530704936,0.390176184,0.456446929,0.579703927,0.603682465,0.295070024,0.65390258,0.610269111,1
"551",0.532909087,0.689710302,0.408858073,0.542109022,0.532801151,0.343088964,0.142322493,0.497364826,0.472492838,0
"1246",0.50988388,0.498067513,0.365385239,0.513167475,0.579703927,0.565492569,0.624665207,0.530568936,0.509523965,0
"55",0.754338903,0.487723132,0.352389241,0.51970724,0.600488574,0.481014923,0.547235072,0.27189279,0.475455918,0
"2059",0.521540246,0.472378214,0.379605102,0.685324246,0.560435958,0.5193297,0.452237385,0.441704234,0.250512564,0
"3147",0.5926988,0.493964719,0.328299361,0.528908761,0.548520002,0.199647518,0.433072663,0.498873408,0.527362559,1
"2755.1",0.452795916,0.435223766,0.263408368,0.606183278,0.520960554,0.334047236,0.754294548,0.732815923,0.360326152,1
"3183.1",0.474719091,0.54332395,0.271605873,0.504260607,0.579703927,0.566244904,0.55602938,0.364446608,0.303267748,1
"2031",0.559329114,0.601458359,0.303752833,0.479304322,0.532829794,0.391346533,0.562160741,0.447565102,0.397346949,1
"2911",0.569666422,0.429037628,0.276843621,0.520562974,0.722285576,0.318907052,0.630624666,0.610851191,0.350941391,0
"1935",0.493489506,0.498789344,0.273278532,0.473765481,0.631607876,0.442183344,0.368311943,0.621711164,0.613338895,1
"2119",0.634638179,0.354909487,0.284050431,0.619645723,0.603576644,0.184323492,0.497882134,0.337095408,0.617160797,0
"1593",0.412340693,0.502838688,0.433006753,0.427129511,0.579703411,0.229751812,0.38989549,0.259797512,0.511379358,1
"3155.1",0.567960798,0.50052132,0.095028881,0.529617109,0.613002549,0.179053839,0.640015297,0.690089068,0.460745393,1
"3244.1",0.43755788,0.70372566,0.139393785,0.421786393,0.681823359,0.326101772,0.56001942,0.380682831,0.662328926,1
"169",0.50262515,0.573384274,0.329785267,0.505524011,0.642744965,0.526084877,0.388420553,0.56661913,0.501518147,0
"770",0.409235922,0.41867586,0.562384554,0.415096388,0.813244751,0.203105378,0.451756407,0.616626996,0.39825956,1
"2827",0.453859865,0.652180315,0.260293324,0.56480772,0.801876932,0.30434704,0.297689709,0.663258709,0.65896018,1
"926",0.543008677,0.55105395,0.181019193,0.512593319,0.499861282,0.050424029,0.602520398,0.503875263,0.425198482,0
"1619",0.50262515,0.478708734,0.267113277,0.630437753,0.536423545,0.255600042,0.511631742,0.534507676,0.354960187,1
"278.3",0.381013113,0.64331187,0.469189079,0.445911907,0.579703927,0.312481687,0.384955692,0.538825844,0.688477425,1
"1957",0.555833126,0.614275646,0.570297333,0.581777169,0.50462464,0.46459601,0.322204786,0.293148626,0.637732555,1
"263.1",0.467715754,0.838446909,0.413544471,0.500773213,0.67571249,0.552300607,0.550312893,0.637549921,0.408746525,1
"2383",0.698352289,0.603873452,0.38831886,0.724172395,0.468212104,0.569253776,0.531285858,0.666246988,0.211659671,1
"1055",0.425807255,0.48850527,0.387565067,0.456891609,0.670326587,0.675065875,0.214238997,0.465973498,0.656000198,0
"2603",0.50262515,0.406132198,1,0.263138439,0.522614319,0.34201484,0.576501843,0.660862497,0.455815202,0
"440",0.419511224,0.385362584,0.354476261,0.735880912,0.54073913,0.298976369,0.458011862,0.523248278,0.694060874,0
"827",0.492990246,0.425443924,0.330371206,0.376667818,0.603745991,0.501754214,0.312744162,0.526982182,0.491190639,0
"1882",0.488015528,0.423814957,0.224839017,0.446495892,0.433706677,0.364590559,0.484162327,0.353958022,0.320555022,0
"1632",0.538520528,0.765557491,0.438024636,0.520555184,0.391452068,0.298521486,0.477042489,0.473956641,0.752008445,1
"1761",0.456897852,0.712000011,0.19633522,0.504309307,0.579703927,0.53853419,0.591495765,0.534507676,0.517725413,0
"566",0.532796061,0.617602724,0.313852189,0.335586369,0.634673271,0.546656883,0.46974309,0.458034013,0.452080174,0
"2553",0.695329979,0.716367053,0.306295157,0.343950706,0.572779082,0.35404502,0.486475146,0.534507676,0.388826431,0
"1404",0.551502335,0.565568781,0.582530605,0.573886448,0.522451805,0.425775056,0.608912195,0.776428496,0.513988864,0
"819.2",0.388104731,0.472978187,0.510633757,0.331282498,0.619540823,0.539994986,0.531281189,0.467935768,0.26870789,1
"2101",0.349591291,0.497369221,0.174064218,0.556532499,0.635825963,0.274888307,0.744242084,0.732341956,0.405556979,0
"363",0.491175075,0.52019106,0.355597132,0.413194332,0.667077457,0.293258252,0.281675569,0.549016334,0.585241242,1
"3267",0.59806502,0.441271608,0.234816658,0.56328642,0.579703927,0.494950442,0.340345846,0.305829459,0.653499384,1
"2244",0.429609988,0.573288089,0.376764276,0.679747103,0.438428788,0.332109429,0.561826367,0.586391536,0.233705566,0
"1426",0.563880199,0.467504694,0.186789758,0.614176572,0.703870514,0.352421479,0.40143632,0.458716113,0.267542341,0
"2523",0.653734622,0.660550225,0.397984717,0.523704613,0.69225356,0.374079377,0.461812555,0.326429519,0.442952751,0
"2083",0.734580434,0.73231069,0.376612721,0.233210643,0.441455642,0.502540972,0.11450063,0.542621539,0.263685525,0
"1045",0.379983505,0.568642079,0.36235775,0.602861752,0.528441227,0.380575146,0.451114357,0.668656983,0.279019104,0
"3207.5",0.337951434,0.66562212,0.249505554,0.490231321,0.579703927,0.355547476,0.552526168,0.513542373,0.757778829,1
"203",0.59779674,0.493552147,0.207777642,0.489147011,0.530922878,0.545557138,0.413299099,0.700064986,0.41212882,0
"3108",0.238402071,0.612368464,0.689418287,0.608897322,0.579703927,0.298640679,0.453244166,0.422051895,0.349818847,0
"779.1",0.605260666,0.491726995,0.59257537,0.453437625,0.579703927,0.407135947,0.461891044,0.454293997,0.385293308,1
"1495.2",0.377829888,0.531841304,0.352266415,0.463897667,0.653635523,0.30127919,0.459060177,0.266538193,0.58576297,1
"673",0.581530707,0.596180764,0.249127411,0.712204617,0.579703927,0.31764061,0.505877,0.436085194,0.548482114,1
