ph,Hardness,Solids,Chloramines,Sulphate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.434166846,0.544339016,0.585109863,0.608882365,0.711664487,0.312274119,0.685762946,0.333662925,0.520245964,0
0.445886749,0.524051222,0.4569066,0.530601706,0.540597216,0.466476588,0.657857888,0.488402598,0.578314445,0
0.433096771,0.411093943,0.237318866,0.558286,0.502310118,0.254934379,0.387318619,0.554107948,0.381421236,0
0.58068468,0.473234503,0.451731531,0.677417436,0.583581411,0.376907112,0.526293551,0.65431973,0.361606567,0
0.683028996,0.560704129,0.208860106,0.428074772,0.562788576,0.440489652,0.457435475,0.509573045,0.437269774,0
0.583413759,0.556714575,0.440355773,0.540932809,0.611200016,0.601748183,0.534187126,0.531335169,0.536849212,0
0.613886867,0.807389064,0.254008938,0.43527911,0.579703927,0.858731542,0.689044118,0.439902689,0.400641276,0
0.50262515,0.435101952,0.338613476,0.360949045,0.579703927,0.672990423,0.349379563,0.534507676,0.421591045,0
0.487533422,0.506433664,0.75229031,0.452896866,0.635462245,0.335648344,0.398711941,0.470657634,0.298251007,0
0.561512693,0.568903853,0.407578535,0.592666566,0.594305661,0.503626374,0.528483155,0.693070843,0.511941128,0
0.354698111,0.629023108,0.352702737,0.461728222,0.518699551,0.358356913,0.606714082,0.431359035,0.372805228,0
0.443388069,0.5277811,0.215440289,0.427947001,0.559344949,0.61608225,0.478449783,0.484715754,0.396917913,0
0.50262515,0.397433685,0.324205835,0.604231,0.579703927,0.54108798,0.579423235,0.577885004,0.56108145,0
0.697803643,0.786506878,0.133824268,0.626043817,0.654115054,0.300271154,0.492225552,0.421114849,0.602487464,0
0.687904677,0.382421084,0.382895986,0.514575818,0.579916329,0.412135464,0.554413177,0.724145107,0.656095889,0
0.370533686,0.20791472,0.324090467,0.513652518,0.579703927,0.327583755,0.495798793,0.794394427,0.331491378,0
0.545255006,0.552141519,0.262554524,0.74744007,0.652120169,0.418023453,0.319516945,0.807261816,0.279271463,0
0.412228504,0.390359144,0.403710621,0.483699512,0.477257657,0.231207713,0.364168161,0.689184854,0.612395361,0
0.469997809,0.543341776,0.28463648,0.325189313,0.458170042,0.127495657,0.293013612,0.592329481,0.591025122,0
0.342939598,0.483658832,0.217314168,0.675169188,0.548425119,0.709810203,0.390857014,0.497235048,0.561285334,0
0.567772551,0.69209266,0.308810914,0.430525633,0.579703927,0.442717111,0.247635774,0.540036997,0.423946088,0
0.493356584,0.614284385,0.322960212,0.544058838,0.59968083,0.305976515,0.284065365,0.48988856,0.12757787,0
0.50262515,0.848180821,0.363364137,0.502677024,0.60970778,0.373969932,0.486708064,0.53858584,0.566146757,0
0.50262515,0.519955094,0.195437533,0.336141765,0.510083114,0.380841529,0.370758493,0.496086677,0.380633872,0
0.604380777,0.599035759,0.559644239,0.651831824,0.72679861,0.517364742,0.444510045,0.534507676,0.43901383,0
0.551866772,0.676537091,0.350488249,0.466628718,0.600155629,0.508473781,0.467427587,0.290763073,0.429313085,0
0.50262515,0.726279955,0.31570743,0.65891744,0.579703927,0.45007962,0.552668721,0.520931091,0.440109173,0
0.637648439,0.705291068,0.369425314,0.641701626,0.67884874,0.347486868,0.331773459,0.609426002,0.595927578,0
0.443429681,0.383722075,0.279738989,0.615494235,0.566092848,0.524101203,0.4626089,0.502832983,0.54539908,0
0.437744688,0.341179321,0.152609783,0.569543572,0.423121416,0.408361218,0.545434594,0.405282461,0.601970857,0
0.50262515,0.561578982,0.19145485,0.691749991,0.599334005,0.411124433,0.455142849,0.503216965,0.232352186,0
0.522003489,0.824372671,0.234452065,0.606951302,0.725973315,0.409407876,0.557916655,0.553286714,0.424677578,0
0.50262515,0.444943037,0.649937329,0.485557434,0.579703927,0.583890551,0.433566212,0.322696146,0.548920134,0
0.617206172,0.559090304,0.42939385,0.517815621,0.634338489,0.224704976,0.59253193,0.55107757,0.720949437,0
0.50262515,0.573384274,0.329785267,0.505524011,0.642744965,0.526084877,0.388420553,0.56661913,0.501518147,0
0.582372148,0.289137486,0.163529791,0.428677714,0.393820506,0.535839508,0.373313279,0.729189486,0.275248276,0
0.592408579,0.575745451,0.572936955,0.476634033,0.619441078,0.381212709,0.531251645,0.64266774,0.473570672,0
0.50262515,0.676183368,0.341760377,0.496115665,0.579703927,0.264495038,0.289091265,0.622997716,0.351835604,0
0.50262515,0.690064939,0.42176511,0.526225544,0.691986058,0.285532288,0.469051275,0.583782841,0.426659443,0
0.677855206,0.676979982,0.249445614,0.343117982,0.579703927,0.168724001,0.555487217,0.654615161,0.523722352,0
0.559355453,0.520026131,0.121073304,0.351718628,0.464493157,0.570003814,0.510599941,0.683677905,0.59345522,0
0.316448658,0.334626173,0.468610577,0.673923474,0.481149758,0.44293711,0.578517029,0.505463979,0.5548431,0
0.517195689,0.557704991,0.385217537,0.579200426,0.602173953,0.695515387,0.432428318,0.502281607,0.398241155,0
0.50262515,0.77177923,0.315185734,0.658486785,0.681250459,0.121598438,0.406306059,0.388715828,0.418892374,0
0.490521523,0.459762983,0.390620167,0.405318375,0.47909345,0.529220063,0.355658506,0.523814425,0.44877955,0
0.437831215,0.554409204,0.503544449,0.663647931,0.624571068,0.27962288,0.272035145,0.639415327,0.59857935,0
0.565503532,0.836528884,0.441191773,0.694178334,0.840233663,0.310038006,0.492502409,0.455141098,0.417750922,0
0.465115577,0.48765079,0.473118447,0.574072415,0.615718101,0.513863847,0.387786673,0.419428673,0.64292564,0
0.380272542,0.670808656,0.612495565,0.667539956,0.714643675,0.698448464,0.386735749,0.4427319,0.270508952,0
0.483540919,0.440727596,0.176439002,0.529883648,0.502214663,0.188960446,0.626279807,0.497019124,0.712902301,0
0.419855289,0.341625026,0.218883117,0.41876001,0.428321806,0.624300281,0.376783229,0.544930782,0.488232086,0
0.681001551,0.560492172,0.150258336,0.45038814,0.541363158,0.136664925,0.514391443,0.534507676,0.24924162,0
0.452859116,0.644183177,0.737224202,0.427164897,0.664731211,0.444194745,0.35195162,0.648474886,0.422764478,0
0.618685174,0.858444755,0.439487448,0.5906737,0.579703927,0.578453139,0.563683585,0.581913021,0.419820573,0
0.403821867,0.359670329,0.265022335,0.481377394,0.48474363,0.159054637,0.444263006,0.706499855,0.708826906,0
0.473286585,0.235289691,0.418987379,0.571956703,0.520542876,0.254895628,0.659354274,0.689970168,0.518871834,0
0.556702398,0.469489441,0.295925898,0.564827936,0.594350526,0.331783296,0.262032278,0.612922688,0.514829899,0
0.542366261,0.776715221,0.296358971,0.465404504,0.579703927,0.360483732,0.550803861,0.414506888,0.364404923,0
0.52590975,0.501502332,0.261836923,0.388651215,0.533813327,0.415792617,0.529664601,0.518739869,0.559370993,0
0.665736103,0.298854731,0.257464461,0.317262977,0.405278815,0.556711511,0.416737889,0.666057527,0.521045516,0
0.265699403,0.730624274,0.382062403,0.573913285,0.632204858,0.430197365,0.697079757,0.3072069,0.239818063,0
0.475400359,0.613036183,0.332493003,0.675713254,0.579703927,0.271653917,0.595632036,0.575735465,0.283918456,0
0.704919849,0.604784453,0.246377218,0.234802178,0.477470292,0.424596157,0.650898137,0.562480846,0.360274114,0
0.399329603,0.659286956,0.57547117,0.597858369,0.579703927,0.503497198,0.424580695,0.618639287,0.619558521,0
0.396745465,0.659035549,0.509365066,0.579994604,0.579703927,0.219265241,0.45114178,0.702044226,0.122124047,0
0.294752051,0.283079971,0.178881522,0.39248621,0.376230878,0.461228668,0.627429911,0.695231745,0.569143691,0
0.426431118,0.66384708,0.262750895,0.386842944,0.528891802,0.255837405,0.42628303,0.314908478,0.752254504,0
0.50262515,0.661387888,0.260093485,0.358642836,0.579703927,0.467531936,0.253505245,0.534507676,0.5957511,0
0.59779674,0.493552147,0.207777642,0.489147011,0.530922878,0.545557138,0.413299099,0.700064986,0.41212882,0
0.448874874,0.517191825,0.195148083,0.591679938,0.579703927,0.373828793,0.423223738,0.472081633,0.364366097,0
0.804844884,0.415189277,0.093905419,0.536470773,0.579703927,0.23616337,0.366601891,0.201094148,0.5111263,0
0.664144143,0.419333294,0.224436245,0.305103845,0.579703927,0.381201756,0.504439983,0.674864663,0.421880175,0
0.563962089,0.387511354,0.122297352,0.536458868,0.367334157,0.39563689,0.544829156,0.505249124,0.526932747,0
0.567677556,0.806615379,0.560202424,0.517125887,0.741708793,0.42693062,0.442500433,0.453487785,0.425572668,0
0.716154226,0.641419982,0.240389687,0.553918836,0.590780815,0.587608425,0.638257428,0.524293388,0.516596253,0
0.463442374,0.645829073,0.567158269,0.673165737,0.728645761,0.250107318,0.402166467,0.781870002,0.59407706,0
0.419266911,0.581422222,0.359951145,0.488905232,0.635069679,0.49685813,0.4842184,0.625373084,0.612462667,0
0.50262515,0.628896386,0.346259634,0.467544406,0.587579142,0.350985352,0.27970481,0.699746348,0.417843602,0
0.378867333,0.411823187,0.410115014,0.464504353,0.487175457,0.553120106,0.490920702,0.489830712,0.513466376,0
0.538115345,0.505949556,0.185888711,0.433556501,0.579703927,0.318299849,0.327208655,0.39619922,0.380556625,0
0.291257695,0.581830622,0.293467592,0.592718117,0.579703927,0.186901779,0.425543756,0.284650229,0.247430238,0
0.50262515,0.211929485,0.6174604,0.411541319,0.579703927,0.31022517,0.383414118,0.570994225,0.458281972,0
0.506154886,0.514027892,0.065404612,0.255490451,0.370346516,0.383697113,0.413525373,0.512439261,0.371816932,0
0.447929441,0.602167219,0.402671284,0.627866697,0.579703927,0.632862427,0.602165761,0.68018423,0.728603018,0
0.568412025,0.831730949,0.276514395,0.586265484,0.762524422,0.582203036,0.472405337,0.485321502,0.378284343,0
0.633974448,0.658305599,0.462460986,0.388785282,0.633356011,0.512869141,0.478313045,0.420574549,0.483454634,0
0.50262515,0.526004277,0.29449565,0.557358048,0.524887676,0.491237807,0.449507486,0.425499477,0.54987679,0
0.472407794,0.339860865,0.415846083,0.537845132,0.47222279,0.337996966,0.453573305,0.596787735,0.395116489,0
0.552550359,0.326038354,0.2693161,0.573293634,0.436154908,0.723684696,0.634334842,0.505466236,0.132087642,0
0.708931523,0.693822793,0.170485952,0.45072559,0.632323997,0.392433245,0.434879945,0.476421517,0.615202021,0
0.643041651,0.564248383,0.315274396,0.539550158,0.571999957,0.32352034,0.516835421,0.445874637,0.653211839,0
0.363983319,0.819669951,0.426661539,0.772430849,0.713578501,0.581251503,0.615801468,0.492343033,0.548722532,0
0.613905508,0.78468941,0.375974169,0.472991238,0.724262496,0.712359296,0.436015172,0.693268283,0.624706466,0
0.505984219,0.237178641,0.135606814,0.302018323,0.30069172,0.442878438,0.812241995,0.75791653,0.460896329,0
0.548776607,0.483399502,0.193490465,0.394889716,0.47506909,0.504236078,0.522289787,0.495400814,0.440273547,0
0.50262515,0.313324706,0.29474089,0.435214913,0.579703927,0.408716197,0.356494487,0.748306548,0.352278129,0
0.458555177,0.585175658,0.49976377,0.58049812,0.579703927,0.598253244,0.690901283,0.534507676,0.311066961,0
0.317374207,0.477069359,0.405337519,0.359828924,0.481709987,0.43378014,0.595008584,0.451150302,0.343793692,0
0.498476019,0.492617835,0.374239133,0.481317057,0.5515309,0.504661147,0.531909865,0.529422829,0.627139958,0
0.473115255,0.564391209,0.276594894,0.445996156,0.519063588,0.400027887,0.525459773,0.521517004,0.277021356,0
0.26176504,0.557380396,0.456140584,0.417223898,0.571039865,0.191768811,0.585081647,0.603298677,0.352837523,0
0.34386683,0.57231273,0.284526817,0.608147174,0.629172328,0.406650957,0.337142379,0.378581119,0.707289054,0
0.412833836,0.551898787,0.391411561,0.712808479,0.579703927,0.432046278,0.529597825,0.520312046,0.60623506,0
0.495558485,0.472070796,0.202035992,0.550206104,0.579703927,0.451407261,0.273879393,0.668699532,0.429965885,0
0.531198758,0.582759035,0.463395335,0.481256559,0.596606866,0.596843026,0.571466515,0.523870108,0.430641656,0
0.33737947,0.743013562,0.369621314,0.436043101,0.708916423,0.401867112,0.551133005,0.535366954,0.466550708,0
0.670047004,0.789392569,0.243584959,0.306813673,0.580445123,0.562528415,0.348138316,0.79730982,0.48862716,0
0.557867495,0.507388853,0.329981672,0.537212973,0.557419887,0.296755611,0.559402284,0.549621784,0.488518379,0
0.674045512,0.349507464,0.33500645,0.575193752,0.579703927,0.504106155,0.460374125,0.530090198,0.559863384,0
0.671880411,0.61420048,0.453609364,0.454333526,0.6433333,0.291154574,0.541789849,0.254500921,0.311453575,0
0.451518523,0.579725598,0.134816976,0.441164508,0.447373784,0.542584155,0.31980407,0.598439162,0.576944073,0
0.50262515,0.616404343,0.290009381,0.645179091,0.579703927,0.398239909,0.307041352,0.143288379,0.407478578,0
0.336096893,0.202187902,0.315810305,0.502175968,0.579703927,0.329966752,0.267541519,0.75580865,0.375770492,0
0.635458499,0.634129002,0.140379023,0.443001365,0.576661819,0.426229481,0.331330914,0.534507676,0.425590042,0
